headword,CEFR,lemma,pos
antics,C1,antic,NOUN
lapse,C1,lapse,PROPN
lapse,C1,lapse,PROPN
relapse,C1,relapse,NOUN
relapse,C1,relapse,NOUN
impede,C1,impede,VERB
impediment,C1,impediment,NOUN
taut,C1,taut,PROPN
tautly,C1,tautly,ADV
jersey,C1,jersey,PROPN
jersey,C1,jersey,PROPN
startling,C1,startle,VERB
startlingly,C1,startlingly,ADV
slack,C1,slack,NOUN
slack,C1,slack,NOUN
slack,C1,slack,NOUN
slackly,C1,slackly,ADV
unwavering,C1,unwavere,VERB
unwaveringly,C1,unwaveringly,ADV
removed,C1,remove,VERB
buffoon,C1,buffoon,PROPN
beguiling,C1,beguiling,NOUN
beguilingly,C1,beguilingly,ADV
blithely,C1,blithely,ADV
stray,C1,stray,VERB
stray,C1,stray,VERB
stray,C1,stray,VERB
mythological,C1,mythological,ADJ
mythology,C1,mythology,NOUN
venerate,C1,venerate,NOUN
veneration,C1,veneration,NOUN
ethical,C1,ethical,ADJ
ethically,C1,ethically,ADV
heroine,C1,heroine,NOUN
refreshing,C1,refresh,VERB
refresh,C1,refresh,PROPN
refreshingly,C1,refreshingly,ADV
zany,C1,zany,VERB
devotee,C1,devotee,VERB
salve,C1,salve,PROPN
salvation,C1,salvation,NOUN
salvage,C1,salvage,NOUN
staccato,C1,staccato,VERB
staccato,C1,staccato,VERB
verve,C1,verve,VERB
motley,C1,motley,PROPN
preach,C1,preach,NOUN
preacher,C1,preacher,PROPN
behind,C1,behind,ADV
continuity,C1,continuity,NOUN
justly,C1,justly,ADV
wry,C1,wry,PROPN
wryly,C1,wryly,ADV
poetess,C1,poetess,ADJ
confide,C1,confide,PROPN
sentient,C1,sentient,NOUN
sentiment,C1,sentiment,NOUN
sentimental,C1,sentimental,ADJ
sentimentally,C1,sentimentally,ADV
tangle,C1,tangle,NOUN
tangle,C1,tangle,NOUN
tangled,C1,tangle,VERB
untangle,C1,untangle,NOUN
untangled,C1,untangle,VERB
perceptive,C1,perceptive,ADJ
perceptively,C1,perceptively,ADV
outset,C1,outset,NOUN
tycoon,C1,tycoon,ADV
launch,C1,launch,NOUN
engross,C1,engross,NOUN
engrossing,C1,engross,VERB
plague,C1,plague,NOUN
orphan,C1,orphan,NOUN
detritus,C1,detritus,NOUN
detriment,C1,detriment,NOUN
detrimental,C1,detrimental,ADJ
detrimentally,C1,detrimentally,ADV
domestically,C1,domestically,ADV
domesticate,C1,domesticate,VERB
domestication,C1,domestication,NOUN
eccentric,C1,eccentric,ADJ
eccentric,C1,eccentric,ADJ
eccentrically,C1,eccentrically,ADV
render,C1,render,VERB
rendering,C1,render,VERB
pathos,C1,pathos,NOUN
tailor,C1,tailor,NOUN
tailor,C1,tailor,NOUN
personalize/personalise,C1,personalize,NOUN
personalization/personalisation,C1,personalization,NOUN
personification,C1,personification,NOUN
limitless,C1,limitless,ADJ
apprentice,C1,apprentice,NOUN
apprentice,C1,apprentice,NOUN
apprenticeship,C1,apprenticeship,NOUN
precision,C1,precision,NOUN
swap,C1,swap,VERB
swap,C1,swap,VERB
perfect,C1,perfect,ADJ
silhouette,C1,silhouette,PROPN
nondescript,C1,nondescript,PROPN
signal,C1,signal,NOUN
negligible,C1,negligible,ADJ
negligent,C1,negligent,ADJ
negligently,C1,negligently,ADV
principally,C1,principally,ADV
altruism,C1,altruism,NOUN
altruistic,C1,altruistic,ADJ
scenario,C1,scenario,PROPN
voluntary,C1,voluntary,ADJ
voluntarily,C1,voluntarily,ADV
reap,C1,reap,VERB
paternal,C1,paternal,ADJ
maternal,C1,maternal,ADJ
maternalistic,C1,maternalistic,ADJ
paternalistic,C1,paternalistic,ADJ
provisions,C1,provision,NOUN
injustice,C1,injustice,NOUN
impoverished,C1,impoverish,VERB
unsustainable,C1,unsustainable,ADJ
unsustainably,C1,unsustainably,ADV
sustainable,C1,sustainable,ADJ
sustainably,C1,sustainably,ADV
bypass,C1,bypass,PROPN
imperative,C1,imperative,ADJ
imperative,C1,imperative,ADJ
cynic,C1,cynic,ADJ
cynical,C1,cynical,ADJ
cynically,C1,cynically,ADV
cynicism,C1,cynicism,NOUN
sarcasm,C1,sarcasm,NOUN
sarcastic,C1,sarcastic,PROPN
sarcastically,C1,sarcastically,ADV
misplace,C1,misplace,NOUN
symptomatic,C1,symptomatic,ADJ
degrade,C1,degrade,NOUN
degrading,C1,degrade,VERB
degradation,C1,degradation,NOUN
discourse,C1,discourse,ADV
amid,C1,amid,ADP
hedgehog,C1,hedgehog,PROPN
nocturnal,C1,nocturnal,ADJ
hibernate,C1,hibernate,NOUN
hibernation,C1,hibernation,NOUN
convict,C1,convict,PROPN
convict,C1,convict,PROPN
conviction,C1,conviction,NOUN
latent,C1,latent,NOUN
snooze,C1,snooze,NOUN
classy,C1,classy,NOUN
wrench,C1,wrench,NOUN
reminisce,C1,reminisce,VERB
reminiscent,C1,reminiscent,ADJ
intuit,C1,intuit,NOUN
intuition,C1,intuition,NOUN
intuitive,C1,intuitive,ADJ
intuitively,C1,intuitively,ADV
marginal,C1,marginal,ADJ
marginally,C1,marginally,ADV
crude,C1,crude,NOUN
crudely,C1,crudely,ADV
strap,C1,strap,NOUN
strap,C1,strap,NOUN
strapping,C1,strap,VERB
scoff,C1,scoff,NOUN
fiddly,C1,fiddly,ADV
fiddler,C1,fiddler,PROPN
fiddle,C1,fiddle,VERB
fiddle,C1,fiddle,VERB
unmusical,C1,unmusical,ADJ
unmusically,C1,unmusically,ADV
repertory,C1,repertory,ADJ
concerto,C1,concerto,NOUN
premier,C1,premier,NOUN
premier,C1,premier,NOUN
fanatic,C1,fanatic,ADJ
fanatic,C1,fanatic,ADJ
fanatically,C1,fanatically,ADV
acoustically,C1,acoustically,ADV
acoustic,C1,acoustic,ADJ
acoustics,C1,acoustic,NOUN
compromised,C1,compromise,VERB
daunt,C1,daunt,PROPN
daunting,C1,daunt,VERB
realist,C1,realist,NOUN
realism,C1,realism,NOUN
recess,C1,recess,NOUN
recess,C1,recess,NOUN
recessive,C1,recessive,ADJ
prolific,C1,prolific,NOUN
prolifically,C1,prolifically,ADV
proliferate,C1,proliferate,NOUN
fragmentation,C1,fragmentation,NOUN
campaign,C1,campaign,NOUN
astray,C1,astray,INTJ
duration,C1,duration,NOUN
durable,C1,durable,ADJ
durable,C1,durable,ADJ
likelihood,C1,likelihood,NOUN
naive,C1,naive,ADJ
naively,C1,naively,ADV
naivety,C1,naivety,NOUN
impervious,C1,impervious,ADJ
ludicrous,C1,ludicrous,ADJ
ludicrously,C1,ludicrously,ADV
cost-effective,C1,cost,NOUN
gruesome,C1,gruesome,ADJ
gruesomely,C1,gruesomely,ADV
envisage,C1,envisage,NOUN
screenwriter,C1,screenwriter,VERB
mingle,C1,mingle,PROPN
churn,C1,churn,VERB
buffer,C1,buffer,NOUN
buffer,C1,buffer,NOUN
irate,C1,irate,VERB
irately,C1,irately,ADV
docile,C1,docile,ADJ
docilely,C1,docilely,ADV
fiend,C1,fiend,VERB
fiendish,C1,fiendish,NOUN
fiendishly,C1,fiendishly,ADV
transfix,C1,transfix,NOUN
gypsy,C1,gypsy,VERB
temperament,C1,temperament,PROPN
temperamental,C1,temperamental,NOUN
temperamentally,C1,temperamentally,ADV
screenplay,C1,screenplay,NOUN
disillusionment,C1,disillusionment,ADJ
demise,C1,demise,NOUN
raunchy,C1,raunchy,NOUN
raunchily,C1,raunchily,ADV
overdraft,C1,overdraft,NOUN
overdraft,C1,overdraft,NOUN
synopsis,C1,synopsis,NOUN
renown,C1,renown,ADJ
contest,C1,contest,NOUN
contested,C1,contest,VERB
verandah,C1,verandah,PROPN
occupational,C1,occupational,PROPN
verdict,C1,verdict,NOUN
ventilate,C1,ventilate,NOUN
ventilation,C1,ventilation,NOUN
occupant,C1,occupant,NOUN
radiator,C1,radiator,NOUN
homely,C1,homely,ADV
bureaucratic,C1,bureaucratic,ADJ
bureaucratically,C1,bureaucratically,ADV
adjustable,C1,adjustable,ADJ
fatigue,C1,fatigue,NOUN
muscular,C1,muscular,ADJ
versatile,C1,versatile,ADV
versatility,C1,versatility,NOUN
stimuli,C1,stimulus,NOUN
uninspiring,C1,uninspire,VERB
mutually,C1,mutually,ADV
somber/sombre,C1,somber,PROPN
somberly/sombrely,C1,somberly,ADV
clutter,C1,clutter,PROPN
clutter,C1,clutter,PROPN
lodge,C1,lodge,VERB
dislodge,C1,dislodge,PROPN
carpenter,C1,carpenter,NOUN
carpentry,C1,carpentry,NOUN
transit,C1,transit,NOUN
plummet,C1,plummet,VERB
circulate,C1,circulate,VERB
circulation,C1,circulation,NOUN
demography,C1,demography,NOUN
demographic,C1,demographic,ADJ
demographic,C1,demographic,ADJ
demographically,C1,demographically,ADV
phenomenal,C1,phenomenal,ADJ
phenomenally,C1,phenomenally,ADV
prophet,C1,prophet,NOUN
prophetic,C1,prophetic,ADJ
paywall,C1,paywall,NOUN
firewall,C1,firewall,NOUN
launch,C1,launch,NOUN
invoice,C1,invoice,NOUN
demolition,C1,demolition,NOUN
demo,C1,demo,NOUN
gig,C1,gig,NOUN
socialization,C1,socialization,NOUN
antiquity,C1,antiquity,NOUN
antiquated,C1,antiquate,VERB
restoration,C1,restoration,NOUN
restorative,C1,restorative,ADJ
rotate,C1,rotate,VERB
till,C1,till,SCONJ
coupled,C1,couple,VERB
itinerary,C1,itinerary,PROPN
charter,C1,charter,NOUN
charter,C1,charter,NOUN
terrain,C1,terrain,NOUN
resilient,C1,resilient,ADJ
resilience,C1,resilience,NOUN
enterprising,C1,enterprise,VERB
integral,C1,integral,ADJ
canoe,C1,canoe,PROPN
magnetic,C1,magnetic,ADJ
magnetism,C1,magnetism,NOUN
magnetically,C1,magnetically,ADV
credible,C1,credible,ADJ
credibly,C1,credibly,ADV
credibility,C1,credibility,NOUN
credential,C1,credential,NOUN
acutely,C1,acutely,ADV
prohibitive,C1,prohibitive,ADJ
prohibitively,C1,prohibitively,ADV
fissure,C1,fissure,NOUN
pendulum,C1,pendulum,NOUN
pendulous,C1,pendulous,ADJ
suspension,C1,suspension,NOUN
aboard,C1,aboard,ADP
drill,C1,drill,VERB
drill,C1,drill,VERB
anthropology,C1,anthropology,NOUN
anthropologist,C1,anthropologist,NOUN
squander,C1,squander,NOUN
munch,C1,munch,PROPN
adjoin,C1,adjoin,NOUN
adjoining,C1,adjoin,VERB
wizened,C1,wizene,VERB
graft,C1,graft,NOUN
orchard,C1,orchard,PROPN
seedling,C1,seedle,VERB
tract,C1,tract,VERB
folktale,C1,folktale,PROPN
sprout,C1,sprout,NOUN
sprout,C1,sprout,NOUN
hypocrisy,C1,hypocrisy,VERB
hypocrite,C1,hypocrite,NOUN
hypocritical,C1,hypocritical,ADJ
hypocritically,C1,hypocritically,ADV
midwife,C1,midwife,PROPN
harvest,C1,harvest,NOUN
commercially,C1,commercially,ADV
uniformity,C1,uniformity,NOUN
numb,C1,numb,ADJ
numb,C1,numb,ADJ
tastebud,C1,tastebud,PROPN
amateur,C1,amateur,PROPN
amateur,C1,amateur,PROPN
retrace,C1,retrace,NOUN
chart,C1,chart,PROPN
insubordinate,C1,insubordinate,VERB
insubordination,C1,insubordination,NOUN
insubordinately,C1,insubordinately,ADV
subordinate,C1,subordinate,ADJ
primitively,C1,primitively,ADV
embark,C1,embark,NOUN
expedite,C1,expedite,VERB
contextual,C1,contextual,ADJ
contextually,C1,contextually,ADV
whilst,C1,whilst,SCONJ
maneuver/manoeuvre,C1,maneuver,PROPN
maneuver/manoeuvre,C1,maneuver,PROPN
riveting,C1,rivet,VERB
plunge,C1,plunge,NOUN
plunge,C1,plunge,NOUN
debut,C1,debut,PROPN
debut,C1,debut,PROPN
turmoil,C1,turmoil,NOUN
scathing,C1,scathing,ADJ
unscathing,C1,unscathe,VERB
convoluted,C1,convolute,VERB
undaunted,C1,undaunted,ADJ
gutsy,C1,gutsy,NOUN
deprivation,C1,deprivation,NOUN
farce,C1,farce,NOUN
portray,C1,portray,NOUN
portrayal,C1,portrayal,NOUN
elusive,C1,elusive,ADJ
elude,C1,elude,NOUN
incisor,C1,incisor,PROPN
incision,C1,incision,NOUN
chisel,C1,chisel,NOUN
chiselled,C1,chisel,VERB
gnaw,C1,gnaw,PROPN
elongate,C1,elongate,PROPN
telltale,C1,telltale,NOUN
cavity,C1,cavity,NOUN
rustle,C1,rustle,NOUN
rustle,C1,rustle,NOUN
glean,C1,glean,VERB
niche,C1,niche,NOUN
somersault,C1,somersault,PROPN
somersault,C1,somersault,PROPN
exhilarate,C1,exhilarate,ADJ
exhilarating,C1,exhilarate,VERB
exhilaration,C1,exhilaration,NOUN
physicality,C1,physicality,NOUN
hack,C1,hack,NOUN
hack,C1,hack,NOUN
lust,C1,lust,NOUN
unsettling,C1,unsettling,ADJ
unsettle,C1,unsettle,PROPN
suburban,C1,suburban,ADJ
suburbia,C1,suburbia,NOUN
dramatist,C1,dramatist,NOUN
characterization/characterisation,C1,characterization,NOUN
quirky,C1,quirky,NOUN
quirky,C1,quirky,NOUN
sprawl,C1,sprawl,NOUN
sprawl,C1,sprawl,NOUN
ingenuity,C1,ingenuity,NOUN
panorama,C1,panorama,NOUN
panoramic,C1,panoramic,NOUN
benign,C1,benign,NOUN
benignly,C1,benignly,ADV
explosively,C1,explosively,ADV
bequeath,C1,bequeath,PROPN
legacy,C1,legacy,NOUN
synthetic,C1,synthetic,ADJ
synthetically,C1,synthetically,ADV
lackluster/lacklustre,C1,lackluster,ADJ
elastic,C1,elastic,ADJ
elastic,C1,elastic,ADJ
appall/appal,C1,appall,PROPN
appalling,C1,appal,VERB
appallingly,C1,appallingly,ADV
pounce,C1,pounce,NOUN
abound,C1,abound,VERB
sap,C1,sap,PROPN
monotonous,C1,monotonous,ADJ
monotonously,C1,monotonously,ADV
monotony,C1,monotony,PROPN
turn to ,C1,turn,VERB
ingenious,C1,ingenious,ADJ
plaque,C1,plaque,NOUN
neutralize/neutralise,C1,neutralize,VERB
neutralization/neutralisation,C1,neutralization,NOUN
salivate,C1,salivate,VERB
cessation,C1,cessation,NOUN
remorse,C1,remorse,NOUN
remorseless,C1,remorseless,NOUN
remorsefully,C1,remorsefully,ADV
remorselessly,C1,remorselessly,ADV
inexcusable,C1,inexcusable,ADJ
inexcusably,C1,inexcusably,ADV
inexhaustible,C1,inexhaustible,ADJ
unassisted,C1,unassisted,ADJ
heighten,C1,heighten,VERB
fixture,C1,fixture,NOUN
bulk,C1,bulk,NOUN
bulky,C1,bulky,ADJ
bulk up,C1,bulk,NOUN
digitalize/digitalise,C1,digitalize,VERB
digitalization/digitalisation,C1,digitalization,NOUN
mark-up,C1,mark,NOUN
complementary,C1,complementary,PROPN
complimentary,C1,complimentary,ADJ
staple,C1,staple,NOUN
wares,C1,ware,NOUN
testament,C1,testament,NOUN
succulent,C1,succulent,NOUN
succulent,C1,succulent,NOUN
succulently,C1,succulently,ADV
tranquil,C1,tranquil,PROPN
tranquility,C1,tranquility,NOUN
spartan,C1,spartan,PROPN
peninsula,C1,peninsula,NOUN
billiards,C1,billiard,NOUN
exude,C2,exude,NOUN
envisage,C2,envisage,NOUN
headmistress,C2,headmistress,NOUN
mien,C2,mien,PROPN
timidity,C2,timidity,NOUN
unravel,C2,unravel,VERB
concurrence,C2,concurrence,NOUN
unpromising,C2,unpromise,VERB
teem,C2,teem,PROPN
marvel,C2,marvel,NOUN
outpatient,C2,outpatient,NOUN
corpse,C2,corpse,NOUN
apprentice,C2,apprentice,NOUN
constrained,C2,constrain,VERB
quirk,C2,quirk,PROPN
indignant,C2,indignant,NOUN
indignantly,C2,indignantly,ADV
eccentricity,C2,eccentricity,NOUN
locomotive,C2,locomotive,ADJ
locomotion,C2,locomotion,NOUN
individualism,C2,individualism,NOUN
enthuse,C2,enthuse,NOUN
belligerent,C2,belligerent,ADJ
belligerence,C2,belligerence,NOUN
stoicism,C2,stoicism,NOUN
deliberate,C2,deliberate,VERB
recluse,C2,recluse,NOUN
reclusive,C2,reclusive,ADJ
metalled,C2,metal,VERB
brief,C2,brief,ADJ
oblique,C2,oblique,NOUN
facsimile,C2,facsimile,ADJ
shamble,C2,shamble,ADJ
whir,C2,whir,NOUN
blight,C2,blight,NOUN
blight,C2,blight,NOUN
puritanical,C2,puritanical,PROPN
brood,C2,brood,NOUN
brood,C2,brood,NOUN
disdainful,C2,disdainful,ADJ
zoologist,C2,zoologist,PROPN
zoology,C2,zoology,NOUN
encumbrance,C2,encumbrance,PROPN
encumber,C2,encumber,PROPN
hypothesis,C2,hypothesis,NOUN
hypothesize,C2,hypothesize,NOUN
hypothetical,C2,hypothetical,ADJ
parasitic,C2,parasitic,ADJ
plumage,C2,plumage,NOUN
utilitarian,C2,utilitarian,ADJ
utilize,C2,utilize,VERB
utility,C2,utility,NOUN
predilection,C2,predilection,NOUN
commensurate,C2,commensurate,ADJ
commensurately,C2,commensurately,ADV
vindicate,C2,vindicate,NOUN
vindication,C2,vindication,NOUN
parable,C2,parable,ADJ
poise,C2,poise,NOUN
minster,C2,minster,NOUN
wrack,C2,wrack,NOUN
ironic,C2,ironic,ADJ
predecessor,C2,predecessor,PROPN
ally,C2,ally,NOUN
callous,C2,callous,ADJ
callously,C2,callously,ADV
derelict,C2,derelict,VERB
derelict,C2,derelict,VERB
materialism,C2,materialism,NOUN
materialistic,C2,materialistic,ADJ
ferocity,C2,ferocity,NOUN
utter,C2,utter,VERB
utter,C2,utter,VERB
evokingly,C2,evokingly,ADV
recitation,C2,recitation,NOUN
equable,C2,equable,ADJ
extant,C2,extant,ADJ
denounce,C2,denounce,NOUN
denunciation,C2,denunciation,NOUN
echo,C2,echo,PROPN
echo,C2,echo,PROPN
echo,C2,echo,PROPN
requisition,C2,requisition,NOUN
substantiate,C2,substantiate,NOUN
inscrutable,C2,inscrutable,ADJ
stratosphere,C2,stratosphere,NOUN
indulge,C2,indulge,VERB
indulgence,C2,indulgence,NOUN
indulgently,C2,indulgently,ADV
laudatory,C2,laudatory,ADJ
laud ,C2,laud,VERB
glitz,C2,glitz,NOUN
glitzy,C2,glitzy,ADJ
automate,C2,automate,ADJ
apprehend,C2,apprehend,VERB
athleticism,C2,athleticism,NOUN
daunt,C2,daunt,PROPN
daunting,C2,daunt,VERB
acreage,C2,acreage,NOUN
affectation,C2,affectation,NOUN
imposition,C2,imposition,NOUN
circuit,C2,circuit,NOUN
stipulate,C2,stipulate,NOUN
stipulation,C2,stipulation,NOUN
allot,C2,allot,NOUN
allotment,C2,allotment,NOUN
anticlimactically,C2,anticlimactically,ADV
forfeiture,C2,forfeiture,NOUN
blitz,C2,blitz,PROPN
blitz,C2,blitz,PROPN
primeval,C2,primeval,NOUN
tenacity,C2,tenacity,NOUN
tenacious,C2,tenacious,ADJ
tenaciously,C2,tenaciously,ADV
exact,C2,exact,ADJ
genomic,C2,genomic,NOUN
genomically,C2,genomically,ADV
capacious,C2,capacious,ADJ
utilitarian,C2,utilitarian,ADJ
utilization/utilisation,C2,utilization,NOUN
unequivocal,C2,unequivocal,ADJ
unequivocally,C2,unequivocally,ADV
spontaneity,C2,spontaneity,NOUN
provocation,C2,provocation,NOUN
portraiture,C2,portraiture,NOUN
tedium,C2,tedium,VERB
succeed,C2,succeed,VERB
circumnavigate,C2,circumnavigate,NOUN
circumnavigation,C2,circumnavigation,NOUN
liaise,C2,liaise,PROPN
contractual,C2,contractual,ADJ
contractually,C2,contractually,ADV
repute,C2,repute,NOUN
abject,C2,abject,ADJ
sheaf,C2,sheaf,NOUN
articulation,C2,articulation,NOUN
articulate,C2,articulate,VERB
spurious,C2,spurious,ADJ
spuriously,C2,spuriously,NOUN
posture,C2,posture,NOUN
calorific,C2,calorific,ADJ
fabulate,C2,fabulate,NOUN
fabulation,C2,fabulation,NOUN
octogenarian,C2,octogenarian,PROPN
voracity,C2,voracity,NOUN
brandish,C2,brandish,ADJ
repose,C2,repose,VERB
repose,C2,repose,VERB
encumber,C2,encumber,PROPN
encumbrance,C2,encumbrance,PROPN
unencumbered,C2,unencumbered,ADJ
buffoonery,C2,buffoonery,NOUN
gauche,C2,gauche,PROPN
domesticity,C2,domesticity,NOUN
accrue,C2,accrue,VERB
proliferation,C2,proliferation,NOUN
blandishment,C2,blandishment,NOUN
pluck,C2,pluck,VERB
anthropological,C2,anthropological,ADJ
anthropologically,C2,anthropologically,ADV
carbonize/carbonise,C2,carbonize,VERB
monastic,C2,monastic,ADJ
graft,C2,graft,NOUN
midwifery,C2,midwifery,ADJ
adornment,C2,adornment,PROPN
adorn,C2,adorn,VERB
idle,C2,idle,PROPN
conjecture,C2,conjecture,NOUN
conjecture,C2,conjecture,NOUN
malleable,C2,malleable,ADJ
malleability,C2,malleability,NOUN
ore,C2,ore,NOUN
gale,C2,gale,NOUN
promenade,C2,promenade,NOUN
testimonial,C2,testimonial,ADJ
distill,C2,distill,NOUN
distillation,C2,distillation,NOUN
informant,C2,informant,NOUN
vis-a-vis,C2,vis,X
overlay,C2,overlay,NOUN
nostalgia,C2,nostalgia,NOUN
nostalgic,C2,nostalgic,ADJ
nostalgically,C2,nostalgically,ADV
grievance,C2,grievance,NOUN
deprivation,C2,deprivation,NOUN
residue,C2,residue,ADJ
residual,C2,residual,ADJ
physiological,C2,physiological,ADJ
physiologically,C2,physiologically,ADV
familiarize/familiarise,C2,familiarize,PROPN
methodology,C2,methodology,NOUN
methodological,C2,methodological,ADJ
methodologically,C2,methodologically,ADV
proportional,C2,proportional,ADJ
proportionally,C2,proportionally,ADV
habitation,C2,habitation,NOUN
inartistic,C2,inartistic,PROPN
ornate,C2,ornate,VERB
modernism,C2,modernism,NOUN
presuppose,C2,presuppose,ADJ
presupposition,C2,presupposition,NOUN
centralized/centralised,C2,centralize,VERB
envisage,C2,envisage,NOUN
contextual,C2,contextual,ADJ
contextually,C2,contextually,ADV
transmitter,C2,transmitter,PROPN
regulatory,C2,regulatory,ADJ
archival,C2,archival,NOUN
diffuse,C2,diffuse,PROPN
diffuse,C2,diffuse,PROPN
egalitarian,C2,egalitarian,PROPN
egalitarian,C2,egalitarian,PROPN
hindsight,C2,hindsight,VERB
materialize/materialise,C2,materialize,VERB
materialization/materialisation,C2,materialization,NOUN
disperse,C2,disperse,NOUN
dispersal,C2,dispersal,NOUN
adverse,C2,adverse,NOUN
adversely,C2,adversely,ADV
stabilize/stabilise,C2,stabilize,PROPN
pervasive,C2,pervasive,ADJ
pervasiveness,C2,pervasiveness,NOUN
secure,C2,secure,ADJ
autonomous,C2,autonomous,ADJ
autonomously,C2,autonomously,ADV
outmoded,C2,outmode,VERB
phase,C2,phase,NOUN
plum,C2,plum,NOUN
notorious,C2,notorious,ADJ
notoriously,C2,notoriously,ADV
notoriety,C2,notoriety,NOUN
menial,C2,menial,ADJ
insular,C2,insular,ADJ
antidote,C2,antidote,VERB
posture,C2,posture,NOUN
postural,C2,postural,ADJ
posturing,C2,posturing,NOUN
revelatory,C2,revelatory,NOUN
prostrate,C2,prostrate,NOUN
prostrate,C2,prostrate,NOUN
haphazard,C2,haphazard,PROPN
haphazardly,C2,haphazardly,ADV
deficient,C2,deficient,ADJ
deficiently,C2,deficiently,ADV
deficit,C2,deficit,NOUN
delicatessen,C2,delicatessen,PROPN
muscle-bound,C2,muscle,NOUN
dive,C2,dive,NOUN
maneuver/manoeuvre,C2,maneuver,PROPN
maneuver/manoeuvre,C2,maneuver,PROPN
posit,C2,posit,NOUN
cocoon,C2,cocoon,NOUN
chrysalis,C2,chrysali,NOUN
ignominious,C2,ignominious,ADJ
ignominiously,C2,ignominiously,ADV
euphoria,C2,euphoria,PROPN
euphoric,C2,euphoric,PROPN
euphorically,C2,euphorically,ADV
relegate,C2,relegate,PROPN
succumb,C2,succumb,VERB
treacherous,C2,treacherous,ADJ
treacherously,C2,treacherously,ADV
treachery,C2,treachery,NOUN
maggot,C2,maggot,VERB
palate,C2,palate,VERB
palatable,C2,palatable,ADJ
hermit,C2,hermit,VERB
hermetic,C2,hermetic,PROPN
irrelevancy,C2,irrelevancy,NOUN
mariner,C2,mariner,PROPN
rift,C2,rift,NOUN
mere,C2,mere,ADJ
helm,C2,helm,PROPN
autopilot,C2,autopilot,NOUN
eminence,C2,eminence,NOUN
eminent,C2,eminent,ADJ
preeminent,C2,preeminent,ADJ
mold/mould,C2,mold,NOUN
unsuspected,C2,unsuspected,ADJ
abolish,C2,abolish,VERB
paralyze/paralyse,C2,paralyze,PROPN
paralysis,C2,paralysis,NOUN
paralyzingly/paralysingly,C2,paralyzingly,ADV
glory in,C2,glory,NOUN
decentralize/decentralise,C2,decentralize,VERB
preoccupation,C2,preoccupation,NOUN
preoccupy,C2,preoccupy,NOUN
prolong,C2,prolong,PROPN
audit,C2,audit,NOUN
audit,C2,audit,NOUN
drudgery,C2,drudgery,NOUN
pressurize,C2,pressurize,NOUN
pressurization,C2,pressurization,VERB
intermediary,C2,intermediary,NOUN
hotelier,C2,hotelier,ADV
denote,C2,denote,NOUN
denotation,C2,denotation,NOUN
profitability,C2,profitability,NOUN
jargon,C2,jargon,PROPN
declination,C2,declination,NOUN
vocational,C2,vocational,ADJ
spatial,C2,spatial,NOUN
spatially,C2,spatially,ADV
punctual,C2,punctual,PROPN
punctuality,C2,punctuality,NOUN
integration,C2,integration,NOUN
curriculum,C2,curriculum,NOUN
extracurricular,C2,extracurricular,ADJ
extracurricular,C2,extracurricular,ADJ
encompass,C2,encompass,VERB
all-encompassing,C2,all,ADV
accountability,C2,accountability,NOUN
frolic,C2,frolic,PROPN
minefield,C2,minefield,PROPN
side-step,C2,side,NOUN
abundant,C2,abundant,ADJ
abundantly,C2,abundantly,ADV
abundance,C2,abundance,NOUN
anarchic,C2,anarchic,PROPN
crystallize/crystallise,C2,crystallize,NOUN
crystallization/crystallisation,C2,crystallization,NOUN
prescriptive,C2,prescriptive,ADJ
slab,C2,slab,PROPN
retrospect,C2,retrospect,VERB
retrospective,C2,retrospective,ADJ
retrospection,C2,retrospection,NOUN
wordage,C2,wordage,NOUN
brevity,C2,brevity,NOUN
uncanny,C2,uncanny,ADJ
tactic,C2,tactic,NOUN
tactical,C2,tactical,ADJ
tactically,C2,tactically,ADV
tactile,C2,tactile,NOUN
gambit,C2,gambit,PROPN
babble,C2,babble,ADJ
bauble,C2,bauble,ADJ
correlate,C2,correlate,VERB
correlation,C2,correlation,NOUN
correlate,C2,correlate,VERB
combustion,C2,combustion,NOUN
painstaking,C2,painstaking,ADJ
painstakingly,C2,painstakingly,ADV
contraption,C2,contraption,NOUN
mesh,C2,mesh,PROPN
enabler,C2,enabler,NOUN
fluctuate,C2,fluctuate,PROPN
fluctuation,C2,fluctuation,NOUN
lyricist,C2,lyricist,NOUN
lyrical,C2,lyrical,ADJ
lyrically,C2,lyrically,ADV
bona fide,C2,bona,ADV
moribund,C2,moribund,ADV
perch,C2,perch,NOUN
perch,C2,perch,NOUN
perch,C2,perch,NOUN
solicit,C2,solicit,NOUN
vocalist,C2,vocalist,NOUN
philanthropy,C2,philanthropy,NOUN
philanthropist,C2,philanthropist,NOUN
philanthropic,C2,philanthropic,NOUN
philanthropically,C2,philanthropically,ADV
precocious,C2,precocious,ADJ
precociously,C2,precociously,ADV
wordsmith,C2,wordsmith,PROPN
connote,C2,connote,NOUN
connotation,C2,connotation,PROPN
herald,C2,herald,PROPN
herald,C2,herald,PROPN
philistine,C2,philistine,NOUN
innuendo,C2,innuendo,NOUN
induce,C2,induce,VERB
inducement,C2,inducement,VERB
anthology,C2,anthology,NOUN
